"","cost","effect","strategy"
"273",31985.2061802521,0.304106101193251,"A"
"274",23163.2139068097,-2.53338224667496,"A"
"275",49756.1587253585,0.114899123979767,"A"
"276",1707.01440656558,-0.0905349821670766,"A"
"277",44729.75875251,0.0795612589243712,"A"
"278",27483.3380593918,-1.46413489066451,"A"
"279",46400.5678426474,-0.592005974033542,"A"
"280",28300.4901139066,0.893215566995021,"A"
"281",16754.8804893158,-0.744192726868453,"A"
"282",2188.03030438721,0.623686134277864,"A"
"283",19425.6005925126,0.559123468039894,"A"
"284",18840.2450759895,-0.428692602062972,"A"
"285",14713.6534564197,-1.16322412904782,"A"
"286",336.27045340836,-0.246179370616605,"A"
"287",6876.39862298965,0.678015334451716,"A"
"288",1209.48872063309,0.421294589236657,"A"
"289",9975.98591493443,-1.21895379561557,"A"
"290",40250.7624472491,-1.00029660582265,"A"
"291",20897.4231034517,0.920996643710659,"A"
"292",38745.3096802346,-0.94293984697331,"A"
"293",40991.2622300908,1.23257518920749,"A"
"294",32287.0553238317,-0.443938848517936,"A"
"295",6455.74446534738,-0.803576103200629,"A"
"296",32981.7879013717,-0.00500560169968392,"A"
"297",36457.0651901886,0.30967407099774,"A"
"298",36532.4463113211,-1.31187100400425,"A"
"299",7071.74371927977,0.336949716438026,"A"
"300",23431.2846092507,0.437451292837815,"A"
"301",8223.32637617365,0.376406323547493,"A"
"302",35403.4954914823,-0.730356448309321,"A"
"303",23200.072965119,-1.11504519167841,"A"
"304",5973.31780008972,-1.99730927369083,"A"
"305",31531.458941754,1.10389650128081,"A"
"306",32583.2828995772,0.231194015927509,"A"
"307",45818.9159398898,1.81021597406139,"A"
"308",32048.487465363,-0.856241813403609,"A"
"309",28454.276395496,0.221003237596181,"A"
"310",39589.7518726997,0.0152099584365744,"A"
"311",36796.6305348091,1.30005498668274,"A"
"312",26667.1721241437,0.0929593866207376,"A"
"313",7313.16197197884,1.09225096600817,"A"
"314",32281.4894141629,1.62307163461709,"A"
"315",8001.83125538751,-1.19587124175325,"A"
"316",26353.2387558371,-0.871828153513111,"A"
"317",48401.3356501237,-0.0790904614506507,"A"
"318",8922.85726731643,-0.158158734291165,"A"
"319",46863.741776906,0.0447835538676931,"A"
"320",23819.2730466835,0.254843400778057,"A"
"321",6665.53198825568,-1.95899581878766,"A"
"322",22006.2426058576,0.444411307488675,"A"
"323",35556.5789039247,-0.0889737784122419,"A"
"324",36229.7063227743,0.382864629863369,"A"
"325",10411.011823453,0.949480737932127,"A"
"326",19357.0374860428,0.220621892733836,"A"
"327",36889.7919892333,-0.294944629680867,"A"
"328",38455.0533490255,-0.700770966425616,"A"
"329",42456.1881111003,1.15014535725779,"A"
"330",5103.0435366556,-0.737659884973574,"A"
"331",10458.2726722583,1.87404734118248,"A"
"332",27023.9105215296,-1.37369487725392,"A"
"333",19849.6529716067,1.17724335880383,"A"
"334",17588.90011115,-0.966077340602795,"A"
"335",5571.78576709703,0.227989893182291,"A"
"336",39496.8944601715,0.67665139324025,"A"
"337",24771.0097348318,0.0324205080665228,"A"
"338",21897.3729293793,-0.492248317270517,"A"
"339",42287.8617304377,-1.33734634448919,"A"
"340",7962.72689476609,-0.638492048394922,"A"
"341",45374.3332764134,2.69635935348632,"A"
"342",7229.20096013695,-0.962721568841528,"A"
"343",41271.8672887422,-0.468976719811838,"A"
"344",5019.99610569328,-0.0887233722496669,"A"
"345",13407.5540117919,0.292713432348166,"A"
"346",8344.95151648298,-1.36126762799225,"A"
"347",46504.100994207,0.918145276207689,"A"
"348",41178.073734045,-0.19663719754906,"A"
"349",15805.9575245716,0.0986173769850495,"A"
"350",30549.400637392,-0.159898728517938,"A"
"351",37989.7003062069,-0.251525369536536,"A"
"352",26324.7023802251,-0.0663751508012644,"A"
"353",10303.7144406699,0.109541751538669,"A"
"354",33715.5205546878,1.73919827800749,"A"
"355",24832.4581421912,-0.437119494887584,"A"
"356",38448.7224393524,-0.922485802744966,"A"
"357",9008.95883096382,0.56634151025472,"A"
"358",21363.6896223761,-1.73202999732949,"A"
"359",10694.4591621868,0.263639084593078,"A"
"360",34482.7917870134,-1.8315605212223,"A"
"361",4985.8640646562,1.5843039720116,"A"
"362",8426.23310163617,0.372696487474313,"A"
"363",19309.7931914963,0.0827602485964756,"A"
"364",35376.9918787293,-0.663192862714309,"A"
"365",8665.26641184464,0.353934372581277,"A"
"366",3152.89971185848,-0.55830849373583,"A"
"367",5623.31546097994,0.165106546792961,"A"
"368",14677.7090500109,1.44693860898039,"A"
"369",25486.1032939516,0.32796541912288,"A"
"370",26234.535605181,2.3594906023683,"A"
"371",36360.1363147609,-0.336237876573874,"A"
"372",5314.02417691424,-0.80791295244968,"A"
"373",406.276027206331,0.310963141535155,"A"
"374",40357.6343087479,-1.06407101222931,"A"
"375",46365.4918828979,0.307866558886403,"A"
"376",40296.7393398285,-0.138891302702287,"A"
"377",23163.4670984931,-1.72733045883415,"A"
"378",7639.75571608171,0.0458323815594984,"A"
"379",15560.3994964622,0.17286896598155,"A"
"380",6227.63484716415,1.00199273920799,"A"
"381",14536.1906383187,-0.139957773561558,"A"
"382",353.072176221758,1.35298355036229,"A"
"383",1693.0696554482,-0.115798976019095,"A"
"384",10874.2970158346,-0.880514555755924,"A"
"385",7371.35944655165,0.29404668757081,"A"
"386",39102.9615537263,-0.803213439335848,"A"
"387",33552.5777190924,0.737984990283824,"A"
"388",16006.6016484052,-0.875494287864516,"A"
"389",20658.1552396528,-0.781905533086124,"A"
"390",9217.3422453925,-0.0520636991396157,"A"
"391",37852.3851512,-0.160581976910609,"A"
"392",1153.29899126664,1.69601167848821,"A"
"393",44777.4341329932,-1.89684007657472,"A"
"394",16278.7821143866,0.313621421739443,"A"
"395",21115.7772340812,-0.0791543530636104,"A"
"396",27021.4274642058,-1.46757632174248,"A"
"397",34837.0927153155,0.851855080198413,"A"
"398",46189.5082029514,-1.05465133087899,"A"
"399",39227.5458667427,-0.466359654561402,"A"
"400",16064.4718795083,-0.0350038759850801,"A"
"401",15573.256474454,0.112103015436824,"A"
"402",44647.9000151157,-0.0714875120750661,"A"
"403",25948.0242384598,0.823919359981019,"A"
"404",30965.291231405,-1.80636536222661,"A"
"405",25947.3856189288,0.405910897630228,"A"
"406",49882.922496181,0.0316674000386075,"A"
"407",15242.1124628745,0.271986308283481,"A"
"408",49361.9024637155,-0.0755927482568993,"A"
"409",8304.11124043167,-0.700642672146807,"A"
"410",49017.9906017147,-1.07464756863702,"A"
"411",32015.3139880858,0.385915496324039,"A"
"412",44770.1391414739,-0.767003935015785,"A"
"413",34663.6676811613,0.399191298946322,"A"
"414",31197.2452094778,0.311788536470529,"A"
"415",11077.6107991114,-0.070087880255142,"A"
"416",36940.1546195149,0.325514395528643,"A"
"417",38289.0788605437,-0.0112294886963884,"A"
"418",22801.6258100979,-0.447887538046376,"A"
"419",27869.1677260213,0.110931729023507,"A"
"420",32096.4260725304,-0.954240824632342,"A"
"421",10294.0289885737,-1.29808553228254,"A"
"422",28733.7682326324,-1.90201424427709,"A"
"423",46558.4858786315,0.761983022582442,"A"
"424",46825.3033002838,-0.965610015728374,"A"
"425",42770.0117346831,-0.403716652186622,"A"
"426",1035.34706868231,1.72424173438108,"A"
"427",40947.0388083719,1.06913701289879,"A"
"428",11233.9141545817,1.17022160766022,"A"
"429",20711.6942037828,-0.0991677491580041,"A"
"430",36889.5702296868,0.107610215450917,"A"
"431",26848.4362750314,-0.274121694705096,"A"
"432",3733.59766090289,-0.860465369219454,"A"
"433",16495.6006570719,0.514846313364298,"A"
"434",10723.741655238,-0.977068184839712,"A"
"435",22684.9060389213,-0.0195663731565754,"A"
"436",23785.7489497401,0.0317536807991256,"A"
"437",13993.2653401047,-3.35741628964832,"A"
"438",8443.94544837996,-1.18791375483444,"A"
"439",613.323482684791,-0.284978316061381,"A"
"440",19388.2831605151,-0.0309516582210767,"A"
"441",2228.18818874657,-0.0261434204048402,"A"
"442",40136.4928111434,1.37285787115896,"A"
"443",30738.3532752283,0.301951148068155,"A"
"444",38898.8681253977,0.609465579921261,"A"
"445",35776.7985202372,-1.87821556153489,"A"
"446",14494.966971688,-0.379932921341957,"A"
"447",40911.4227630198,-1.57489565046417,"A"
"448",42415.0218488649,1.46852766795434,"A"
"449",1943.14782274887,-1.52575783145899,"A"
"450",25963.9708208852,1.07854598498656,"A"
"451",17032.9165644944,0.255064291153958,"A"
"452",9623.06453147903,-0.475333000878442,"A"
"453",19342.4793658778,-0.665171236442999,"A"
"454",495.500187389553,0.795081675068456,"A"
"455",8201.15653332323,-0.940233520176297,"A"
"456",44769.5873794146,0.213026268740433,"A"
"457",26051.1126252823,-0.817714514338519,"A"
"458",7868.08702396229,-0.486069068566602,"A"
"459",36274.5569436811,0.92493582955113,"A"
"460",4802.5754862465,-0.453782749860837,"A"
"461",17445.2340230346,-0.568643851450632,"A"
"462",6275.99884755909,0.522741786825532,"A"
"463",41694.3236719817,-0.3677934554606,"A"
"464",19456.4937148243,-0.84471903133786,"A"
"465",2794.30490918458,0.130134967249433,"A"
"466",4421.85460124165,-1.53444985476897,"A"
"467",38068.3162482455,0.641575741165148,"A"
"468",25622.3689531907,0.0347994114154722,"A"
"469",42050.5159185268,-1.46810845141017,"A"
"470",8183.24540741742,-0.482055713859857,"A"
"471",5923.07090992108,-0.289250021691674,"A"
"472",47356.3264822587,0.412797911962508,"A"
"473",4909.45784840733,0.959776866926428,"A"
"474",29400.9866309352,0.260193799291452,"A"
"475",21076.8740973435,-0.802065279427389,"A"
"476",10207.1563829668,0.667758621928216,"A"
"477",20803.7899341434,-0.147545226776603,"A"
"478",30763.5959237814,-0.186475048186108,"A"
"479",19818.4054694138,-1.13540012041297,"A"
"480",20819.0606441349,-0.493171804567798,"A"
"481",43252.0303525962,0.877632605783756,"A"
"482",30770.6742081791,-0.0902868650694183,"A"
"483",14141.5870864876,0.700856543919441,"A"
"484",26055.8714508079,-0.752428213539661,"A"
"485",37999.6650503017,0.541476800127634,"A"
"486",30578.8304889575,0.910369473084818,"A"
"487",43478.9590537548,-1.55158688440082,"A"
"488",25020.0407346711,0.482687728470412,"A"
"489",49501.4398824424,-0.197750792968912,"A"
"490",31699.6413050219,1.32812583667166,"A"
"491",23610.7109580189,0.587437037956697,"A"
"492",25926.2905223295,0.204142437793421,"A"
"493",42413.8683127239,-1.49586422507563,"A"
"494",15493.567311205,0.201176842215676,"A"
"495",25149.1820206866,0.506405321622987,"A"
"496",48655.6721152738,-0.875143366566564,"A"
"497",29080.4158081301,-0.775421730413607,"A"
"498",13260.5585735291,-0.325593112873277,"A"
"499",154.280511196703,-0.641152774573207,"A"
"500",3869.9715049006,1.33157872416059,"A"
"501",46493.7204844318,0.489519835951869,"A"
"502",30929.7701227479,1.27576549919676,"A"
"503",22557.3014933616,2.41420344033025,"A"
"504",7160.79964768142,1.41144859784127,"A"
"505",30503.4604039975,0.491408522830879,"A"
"506",45927.2827371024,1.4152439136532,"A"
"507",36384.5752668567,-2.08375824487835,"A"
"508",26357.7188597992,-0.0973486925898181,"A"
"509",42832.2924533859,-0.759277462596931,"A"
"510",37666.8441691436,-1.28475407796755,"A"
"511",40296.2010004558,2.07072604692185,"A"
"512",38022.2050589509,-2.12979372787784,"A"
"513",19522.0631780103,-1.8892710591804,"A"
"514",21579.2614850216,-2.01162855302222,"A"
"515",42079.8677019775,-0.253898145790893,"A"
"516",10939.8740110919,1.3806316974325,"A"
"517",47278.863505926,-0.747966421225007,"A"
"518",14942.6537333056,-0.377507812645912,"A"
"519",42849.6219916269,-0.232045787402987,"A"
"520",10207.3755580932,-0.0414707834087952,"A"
"521",29927.4759017862,1.55251978261209,"A"
"522",26272.5583161227,1.44587566119727,"A"
"523",11441.398889292,2.29013307911684,"A"
"524",24869.6360737085,-1.68344797323391,"A"
"525",14387.4600529671,0.152242522452168,"A"
"526",37213.5905665345,1.29656896156442,"A"
"527",31304.2250927538,-0.294270406542558,"A"
"528",47209.5803590491,1.30762441605198,"A"
"529",462.519726715982,0.216532186773135,"A"
"530",40893.3795755729,1.68154625149165,"A"
"531",30634.6783647314,0.701348135876866,"A"
"532",11895.0563599356,-1.12780670670636,"A"
"533",18566.4932709187,-1.47229746565716,"A"
"534",25803.4500177018,1.12507336805442,"A"
"535",17917.5372701138,0.147410102166381,"A"
"536",45105.6377729401,0.430974912129806,"A"
"537",46759.2028086074,0.958643638169037,"A"
"538",25329.716259148,-0.123553737198914,"A"
"539",49295.0518499129,-1.62040464432603,"A"
"540",15221.2990797125,-1.80528411017605,"A"
"541",16822.9461531155,0.233463165708471,"A"
"542",30133.7087759748,-1.91408069190246,"A"
"543",43520.5731424503,1.59332229915117,"A"
"544",41728.736856021,0.068149801258912,"A"
"545",15716.0412753001,-1.3151868409205,"A"
"546",40544.7963275947,0.719997222549054,"A"
"547",13979.3741633184,0.299582831889331,"A"
"548",21572.3893721588,0.26691410618589,"A"
"549",43278.0561503023,-0.850920765186317,"A"
"550",24905.2308150567,-0.379773965157683,"A"
"551",20849.4434715249,0.702734887437478,"A"
"552",0.125227961689234,-0.201175056441506,"A"
"553",45828.1449973583,-0.996577556005299,"A"
"554",49048.9527117461,1.31860310083042,"A"
"555",24996.9261582009,1.54295947224123,"A"
"556",33334.9761669524,-0.115461244726311,"A"
"557",5245.51394628361,-0.548524034682497,"A"
"558",11325.0436843373,0.810125656085578,"A"
"559",18144.3012086675,1.12345049815705,"A"
"560",7674.77244371548,-0.674570736874434,"A"
"561",15496.3183100335,-0.423110082359524,"A"
"562",35715.2764103375,-0.257674910543814,"A"
"563",23585.6621526182,1.07902249459781,"A"
"564",42895.1309062541,-1.55619977784423,"A"
"565",22707.8143623658,0.611657212773652,"A"
"566",25240.2316196822,-1.43525751152303,"A"
"567",45864.0820463188,0.745569932012159,"A"
"568",17929.8298666254,0.533980366995826,"A"
"569",2046.42893513665,-1.1494405099476,"A"
"570",37839.8264641874,0.272145180981983,"A"
"571",5391.89920527861,-1.06354738673831,"A"
"572",49808.8743072003,1.78198576818865,"A"
"573",4042.75937471539,-1.22841245026944,"A"
"574",1298.16401749849,-1.29744620998609,"A"
"575",42779.106029775,0.230716868866062,"A"
"576",4235.86260294542,0.824849666354418,"A"
"577",27179.0193393826,-0.518040191337061,"A"
"578",47591.2818801589,-1.04927908778428,"A"
"579",11406.3756074756,-0.614158045410447,"A"
"580",34174.9526560307,0.925487706785896,"A"
"581",44214.6853078157,-1.01934314766125,"A"
"582",7852.06244327128,-0.0315936244431675,"A"
"583",32458.7524635717,1.07476149639538,"A"
"584",43517.7645646036,1.05723924697048,"A"
"585",34267.3996347003,-0.343602020461873,"A"
"586",7546.39969673008,0.0793232827151037,"A"
"587",44785.5926468037,0.998196208808655,"A"
"588",26409.5525257289,-1.59843057159723,"A"
"589",28429.7443111427,0.401236638571318,"A"
"590",26978.6331336945,-1.00287841003191,"A"
"591",3880.54552022368,-1.39237870626446,"A"
"592",20791.6034618393,-0.289451136227411,"A"
"593",39781.330304686,-1.86883054043727,"A"
"594",22916.4432967082,-1.14699183375855,"A"
